Compound,Date,Negative,Neutral,Positive,Tweets,Tweets Ago,User
0.5562,Tue Mar 20 16:52:42 +0000 2018,0.0,0.826,0.174,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,27,@CBS
0.0,Tue Mar 20 16:11:00 +0000 2018,0.0,1.0,0.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",28,@CBS
0.7845,Mon Mar 19 21:02:26 +0000 2018,0.072,0.619,0.309,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",29,@CBS
0.0,Sun Mar 18 23:44:30 +0000 2018,0.0,1.0,0.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,30,@CBS
0.6514,Sun Mar 18 18:05:43 +0000 2018,0.0,0.787,0.213,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,31,@CBS
0.1867,Sun Mar 18 17:09:53 +0000 2018,0.0,0.92,0.08,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",32,@CBS
0.0,Sat Mar 17 19:00:02 +0000 2018,0.0,1.0,0.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",33,@CBS
0.6166,Sat Mar 17 17:42:43 +0000 2018,0.0,0.839,0.161,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,34,@CBS
0.7096,Sat Mar 17 14:00:03 +0000 2018,0.0,0.753,0.247,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,35,@CBS
0.296,Fri Mar 16 22:53:21 +0000 2018,0.0,0.896,0.104,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,36,@CBS
0.0,Fri Mar 16 18:15:53 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",37,@CBS
0.6514,Fri Mar 16 16:28:40 +0000 2018,0.0,0.822,0.178,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,38,@CBS
0.7088,Thu Mar 15 17:54:06 +0000 2018,0.0,0.763,0.237,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",39,@CBS
-0.4939,Thu Mar 15 17:20:26 +0000 2018,0.157,0.766,0.077,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,40,@CBS
0.6514,Thu Mar 15 16:42:41 +0000 2018,0.0,0.806,0.194,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,41,@CBS
0.6115,Thu Mar 15 14:32:16 +0000 2018,0.0,0.734,0.266,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,42,@CBS
0.6696,Wed Mar 14 19:30:01 +0000 2018,0.0,0.781,0.219,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",43,@CBS
0.3612,Tue Mar 13 18:48:52 +0000 2018,0.0,0.857,0.143,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",44,@CBS
0.539,Tue Mar 13 14:15:10 +0000 2018,0.0,0.821,0.179,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",45,@CBS
0.2244,Mon Mar 12 18:13:28 +0000 2018,0.0,0.917,0.083,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,46,@CBS
0.0,Mon Mar 12 01:20:43 +0000 2018,0.0,1.0,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",47,@CBS
0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0.117,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,48,@CBS
0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,0.113,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",49,@CBS
0.4215,Fri Mar 09 21:10:21 +0000 2018,0.0,0.823,0.177,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",50,@CBS
0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,0.447,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",51,@CBS
0.0,Fri Mar 09 16:02:27 +0000 2018,0.0,1.0,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,52,@CBS
0.8625,Thu Mar 08 18:00:49 +0000 2018,0.0,0.664,0.336,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,53,@CBS
0.4926,Thu Mar 08 17:03:04 +0000 2018,0.0,0.868,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,54,@CBS
-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",55,@CBS
0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",56,@CBS
0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.756,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",57,@CBS
0.3818,Mon Mar 05 22:16:43 +0000 2018,0.0,0.833,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",58,@CBS
0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",59,@CBS
0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",60,@CBS
0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",61,@CBS
0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",62,@CBS
0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",63,@CBS
-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,64,@CBS
0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",65,@CBS
0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,66,@CBS
0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,67,@CBS
0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",68,@CBS
0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",69,@CBS
0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",70,@CBS
0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",71,@CBS
0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,72,@CBS
0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",73,@CBS
0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",74,@CBS
0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,75,@CBS
0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",76,@CBS
0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",77,@CBS
0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",78,@CBS
0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,79,@CBS
0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,80,@CBS
-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",81,@CBS
0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",82,@CBS
0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",83,@CBS
0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",84,@CBS
0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,85,@CBS
0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",86,@CBS
0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,87,@CBS
0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",88,@CBS
0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,89,@CBS
0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",90,@CBS
0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",91,@CBS
-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",92,@CBS
0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,93,@CBS
0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",94,@CBS
0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",95,@CBS
0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",96,@CBS
0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,97,@CBS
0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",98,@CBS
0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",99,@CBS
-0.2732,Thu Mar 29 21:51:02 +0000 2018,0.143,0.759,0.097,Dining out frequently is known to increase one's intake of unhealthy sugars and fats. But a new study suggests that… https://t.co/fNHkY718qD,0,@CNN
0.6369,Thu Mar 29 21:46:58 +0000 2018,0.089,0.61,0.301,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/p4A4wHOtoE",1,@CNN
0.0,Thu Mar 29 21:41:05 +0000 2018,0.0,1.0,0.0,"Who is John Huber, the Utah US attorney investigating claims of FBI misconduct? https://t.co/4GXVWq4uCt https://t.co/MPgd7mrZmx",2,@CNN
-0.0258,Thu Mar 29 21:38:37 +0000 2018,0.161,0.683,0.157,"RT @TheLeadCNN: In interview with @jimsciutto, Michael Cohen’s spokesman says if you want to avoid litigation and protect someone, you pay…",3,@CNN
-0.2023,Thu Mar 29 21:34:45 +0000 2018,0.087,0.913,0.0,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/L3LGrzlCcy",4,@CNN
-0.7587,Thu Mar 29 21:28:24 +0000 2018,0.319,0.681,0.0,"US State Dept. spokeswoman Heather Nauert said Moscow ""should not be acting like a victim"" and rejected the Russian… https://t.co/YAA5AssL3x",5,@CNN
0.0,Thu Mar 29 21:25:05 +0000 2018,0.0,1.0,0.0,"RT @CNNSitRoom: Rep. Swalwell on FBI misconduct investigation: There shouldn’t even be a minimal investigation, Sessions is trying “to appe…",6,@CNN
0.0,Thu Mar 29 21:12:07 +0000 2018,0.0,1.0,0.0,READ: AG Sessions announces prosecutor investigating claims of FBI misconduct https://t.co/4Gm9QxQ6q8 https://t.co/7wQR4kXhJG,7,@CNN
-0.5106,Thu Mar 29 20:59:11 +0000 2018,0.155,0.845,0.0,The prosecutor has been looking into allegations that the FBI abused its powers in surveilling a former Trump campa… https://t.co/6CuPYqnCSF,8,@CNN
0.2023,Thu Mar 29 20:57:08 +0000 2018,0.0,0.893,0.107,JUST IN: Attorney General Jeff Sessions reveals a top federal prosecutor has been examining Republican-driven accus… https://t.co/XUBfLFe3DR,9,@CNN
0.5859,Thu Mar 29 20:46:32 +0000 2018,0.0,0.847,0.153,"RT @CNNMoney: Dow jumps 312 points as tech stocks rebound. Despite rally, Dow snaps longest quarterly win streak in 20 years. https://t.co/…",10,@CNN
-0.4585,Thu Mar 29 20:42:10 +0000 2018,0.13,0.87,0.0,"After ousting the VA chief, President Trump says he ""wasn't happy with the speed with which our veterans were taken… https://t.co/k8NdKx9brz",11,@CNN
0.4939,Thu Mar 29 20:40:33 +0000 2018,0.0,0.878,0.122,"RT @TheLeadCNN: Michael Cohen’s spokesman on Donald Trump and Stormy Daniels: “I don’t care what they did 12 years ago, and I don’t think m…",12,@CNN
0.0,Thu Mar 29 20:36:16 +0000 2018,0.0,1.0,0.0,"Japan revealed it was seeking a summit with North Korean leader Kim Jong Un, as some in Tokyo expressed concern the… https://t.co/CtRPJUTTN5",13,@CNN
-0.2263,Thu Mar 29 20:27:51 +0000 2018,0.09,0.857,0.053,"If we want to stop Putin, we need to go after his sources of money | By Josh Campbell and Robert Baer via… https://t.co/4sOAOuxyl2",14,@CNN
0.25,Thu Mar 29 20:24:56 +0000 2018,0.0,0.833,0.167,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/6QN9ZI60gN https://t.co/DEjGP6PotL,15,@CNN
-0.4767,Thu Mar 29 20:12:18 +0000 2018,0.171,0.829,0.0,A new study confirms what parents already know: the inside of a rubber ducky is gross https://t.co/xbRGiesbXr https://t.co/3x4UbdnRO9,16,@CNN
0.25,Thu Mar 29 20:01:03 +0000 2018,0.0,0.833,0.167,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/paHZlMwKmT https://t.co/XFCjtvK8RI,17,@CNN
0.3612,Thu Mar 29 19:53:18 +0000 2018,0.0,0.857,0.143,This hockey player breastfeeds her baby during game breaks -- like a total mom boss https://t.co/bBRuDim6v3 https://t.co/9GcSvlzSzX,18,@CNN
0.5267,Thu Mar 29 19:47:38 +0000 2018,0.0,0.793,0.207,This is what one tragedy-filled month says about race and justice in America https://t.co/MwffOo6Wg9,19,@CNN
0.6486,Thu Mar 29 19:31:10 +0000 2018,0.0,0.588,0.412,Amazon is responsible for a huge chunk of the Trump rally https://t.co/eGbfMXHPjv https://t.co/iYm2Vr2BqD,20,@CNN
0.1531,Thu Mar 29 19:28:00 +0000 2018,0.0,0.918,0.082,"In an emotional court hearing, the judge overseeing Bill Cosby's retrial said his wife's career as a social worker… https://t.co/bmyr953l3H",21,@CNN
0.6486,Thu Mar 29 19:24:44 +0000 2018,0.0,0.806,0.194,"RT @CNNnewsroom: ""We don't have kings in our society...the President of the United States is just like any other citizen, [he] has to stand…",22,@CNN
0.7269,Thu Mar 29 19:21:06 +0000 2018,0.0,0.766,0.234,"On the campaign trail, Trump pledged to improve veterans' care. But his pick of WH physician Ronny Jackson to be se… https://t.co/UVJieLuBJ5",23,@CNN
-0.3612,Thu Mar 29 19:16:07 +0000 2018,0.111,0.889,0.0,"A funeral for Stephon Clark, an unarmed 22-year-old who was shot by police, is being held in Sacramento. Rev. Al Sh… https://t.co/0O6RP6ydF9",24,@CNN
0.2263,Thu Mar 29 19:16:06 +0000 2018,0.0,0.899,0.101,Spotify is about to go public — and one analyst thinks it could be worth $43.5 billion https://t.co/YNQAPPKTaq https://t.co/BQExngiPAi,25,@CNN
0.0,Thu Mar 29 19:11:06 +0000 2018,0.0,1.0,0.0,"A court once again orders a new trial for Adnan Syed, the subject of a ""Serial"" podcast https://t.co/pMqJVrL47y https://t.co/WEkWxiJQ2A",26,@CNN
0.0,Thu Mar 29 19:06:04 +0000 2018,0.0,1.0,0.0,A company just donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/wMZGghaUIT,27,@CNN
-0.3818,Thu Mar 29 19:01:33 +0000 2018,0.182,0.661,0.157,"""I heard you're actually the devil incarnate and I wanted to meet you,"" Defense Secretary James Mattis joked during… https://t.co/5tKqyXltIO",28,@CNN
-0.5719,Thu Mar 29 18:56:05 +0000 2018,0.239,0.761,0.0,The Trump administration will no longer seek to automatically release pregnant immigrants from detention -- a move… https://t.co/U7jsb88Cd9,29,@CNN
0.0,Thu Mar 29 18:54:29 +0000 2018,0.0,1.0,0.0,RT @AC360: CNN’s @AndersonCooper will moderate a live town hall with former FBI Director @Comey on April 25 https://t.co/TW2Kw739Jp https:/…,30,@CNN
0.0,Thu Mar 29 18:51:03 +0000 2018,0.0,1.0,0.0,"The EPA circulated new talking points that downplay the role of human activity in climate change, instructing staff… https://t.co/EXQt4ynYbP",31,@CNN
-0.8316,Thu Mar 29 18:46:08 +0000 2018,0.328,0.672,0.0,Spanish police arrested two men on suspicion of smuggling art looted by groups affiliated with ISIS from sites in L… https://t.co/giUwh017LM,32,@CNN
-0.0258,Thu Mar 29 18:41:06 +0000 2018,0.078,0.922,0.0,President Trump touts border wall funds during an infrastructure speech in Ohio https://t.co/m6YqlklZrR https://t.co/ZwI3WjWQE0,33,@CNN
0.0,Thu Mar 29 18:36:05 +0000 2018,0.0,1.0,0.0,The Trump administration plans to require nearly all visa applicants to the US to submit five years of social media… https://t.co/tU01a1GTBp,34,@CNN
0.0,Thu Mar 29 18:30:40 +0000 2018,0.0,1.0,0.0,"In his novel's epilogue, Sean Penn seems to defend Louis C.K. and Charlie Rose and compares the #MeToo movement to… https://t.co/tYZOhoEhbe",35,@CNN
0.1779,Thu Mar 29 18:22:22 +0000 2018,0.172,0.628,0.201,Fox News host Laura Ingraham apologized for a widely derided tweet in which she mocked Parkland survivor David Hogg… https://t.co/8GCuRlgYNC,36,@CNN
0.0258,Thu Mar 29 18:15:16 +0000 2018,0.096,0.805,0.1,"RT @CNNPolitics: ""My administration is fighting every day to protect and defend and grow American jobs,"" President Trump says at an event i…",37,@CNN
-0.1779,Thu Mar 29 18:12:04 +0000 2018,0.134,0.866,0.0,"Trump is touting his infrastructure plans in in Ohio

Live updates: https://t.co/MzxsHvkBYZ",38,@CNN
-0.3818,Thu Mar 29 18:10:06 +0000 2018,0.12,0.88,0.0,JUST IN: Russia is expelling US diplomats and closing the US consulate in St. Petersburg in retaliation for a simil… https://t.co/TSoxHWGsvl,39,@CNN
0.6369,Thu Mar 29 18:06:32 +0000 2018,0.0,0.776,0.224,Why Trump pardoning Paul Manafort or Michael Flynn would look at lot like quid pro quo | Analysis by @zbyronwolf https://t.co/b1tCtlV44h,40,@CNN
-0.2732,Thu Mar 29 17:55:44 +0000 2018,0.137,0.773,0.09,Human rights lawyer Amal Clooney has agreed to represent two Reuters journalists who have been jailed in Myanmar an… https://t.co/FqRiyPhjOc,41,@CNN
-0.296,Thu Mar 29 17:45:10 +0000 2018,0.115,0.885,0.0,A federal judge in California put a temporary stop to efforts by Stormy Daniels' attorney to depose President Trump… https://t.co/ugThG7o454,42,@CNN
-0.3182,Thu Mar 29 17:30:46 +0000 2018,0.103,0.897,0.0,Kellyanne Conway's husband has begun deleting a series of tweets he posted in the past month that are critical of P… https://t.co/gmP1P5Dfp2,43,@CNN
0.0516,Thu Mar 29 17:16:16 +0000 2018,0.104,0.783,0.113,"More than 200 retired US diplomats are sounding the alarm about diplomacy under Trump, urging lawmakers to ensure t… https://t.co/Hkih3hyNSz",44,@CNN
-0.4588,Thu Mar 29 17:04:39 +0000 2018,0.176,0.824,0.0,"Sears CEO Eddie Lampert got a  24% raise last year, despite the company's financial troubles https://t.co/a70k7RcA1v",45,@CNN
-0.4767,Thu Mar 29 16:54:01 +0000 2018,0.171,0.829,0.0,A London orchestra's brass section was so loud a violist says it ruined his hearing. A judge agreed.… https://t.co/qbFZROl5NV,46,@CNN
