Compound,Date,Negative,Neutral,Positive,Tweets,Tweets Ago,User
0.17,Thu Mar 29 16:39:22 +0000 2018,0.108,0.758,0.134,More than half of Americans think Trump will lose in 2020. But that hasn't doomed past presidents from getting re-e… https://t.co/OG9iQGYqiF,47,@CNN
0.7096,Thu Mar 29 16:24:23 +0000 2018,0.0,0.781,0.219,Spotify is getting ready to go public. Apple Music is owned by the richest tech company in the world. So where does… https://t.co/2KI4FyPyEq,48,@CNN
0.4215,Thu Mar 29 16:09:38 +0000 2018,0.0,0.865,0.135,"Johan van Hulst, a former Dutch senator and teacher who saved hundreds of Jewish children during the Holocaust, die… https://t.co/alA5xV39FW",49,@CNN
0.0,Thu Mar 29 15:59:35 +0000 2018,0.0,1.0,0.0,Several of President Trump's outside advisers have told him over the past week he requires neither a chief of staff… https://t.co/85L7aHvMx1,50,@CNN
0.0,Thu Mar 29 15:44:56 +0000 2018,0.0,1.0,0.0,"Model Janice Dickinson has been subpoenaed to testify at the retrial of Bill Cosby, according to a source close to… https://t.co/pQ95dUxvVq",51,@CNN
0.0,Thu Mar 29 15:31:02 +0000 2018,0.0,1.0,0.0,Here are all the questions every candidate should have to answer in 2018 https://t.co/fkdvGkAy5q https://t.co/JoWZTVJwZu,52,@CNN
0.25,Thu Mar 29 15:18:30 +0000 2018,0.0,0.895,0.105,"Sarah Jessica Parker has endorsed her ""Sex and the City"" costar Cynthia Nixon for New York governor… https://t.co/eJDqKKI8KX",53,@CNN
0.0,Thu Mar 29 15:05:25 +0000 2018,0.0,1.0,0.0,President Trump's plan to fix America's infrastructure by leveraging local and state tax dollars and private invest… https://t.co/R5G7uzG6DV,54,@CNN
0.3818,Thu Mar 29 14:53:09 +0000 2018,0.0,0.66,0.34,Trump vs. Amazon: Let's set the record straight https://t.co/wLAg12acye,55,@CNN
-0.4404,Thu Mar 29 14:41:28 +0000 2018,0.195,0.805,0.0,"Bumble is now countersuing Tinder's parent company, seeking $400 million in damages https://t.co/wu2oO7WUTH",56,@CNN
0.0,Thu Mar 29 14:29:38 +0000 2018,0.0,1.0,0.0,Are Trump and congressional Republicans really on the rise or is it only a statistical illusion?｜ Analysis by Harry… https://t.co/0TqcDpOWkj,57,@CNN
0.2732,Thu Mar 29 14:17:41 +0000 2018,0.154,0.648,0.198,The British bank Barclays has agreed to pay the United States $2 billion for allegedly deceiving investors about mo… https://t.co/pUFKThJhtH,58,@CNN
-0.5267,Thu Mar 29 14:05:00 +0000 2018,0.212,0.707,0.082,"Trump's three-front legal war turns on sex, money and Russia | Analysis by @StCollinson https://t.co/ZoumQWiyBm https://t.co/Zmp55JPXyg",59,@CNN
0.0,Thu Mar 29 13:53:19 +0000 2018,0.0,1.0,0.0,"The ""Sharknado"" movies will end after sixth installment this summer https://t.co/1raeFLUGWR https://t.co/Zqi6BHGQKn",60,@CNN
0.0,Thu Mar 29 13:45:57 +0000 2018,0.0,1.0,0.0,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/K8EfZkuPZn https://t.co/E5B7iheRl1,61,@CNN
0.0,Thu Mar 29 13:38:41 +0000 2018,0.0,1.0,0.0,"Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead, ac… https://t.co/nzA1botDwo",62,@CNN
0.0,Thu Mar 29 13:31:20 +0000 2018,0.0,1.0,0.0,Donald Trump Jr. hit back at former Florida Governor Jeb Bush on Twitter after Bush's remarks about having children… https://t.co/pYPYohqrNJ,63,@CNN
0.0,Thu Mar 29 13:29:02 +0000 2018,0.0,1.0,0.0,Correct link: https://t.co/c56GtvSFBD,64,@CNN
0.0,Thu Mar 29 13:20:37 +0000 2018,0.0,1.0,0.0,Sony Pictures Television is co-developing three TV projects -- including a series on an all-female group warriors -… https://t.co/u5caRQcw7B,65,@CNN
-0.3182,Thu Mar 29 13:10:01 +0000 2018,0.119,0.881,0.0,JUST IN: House Democrats are calling on the FBI to investigate whether Jared Kushner leaked classified information… https://t.co/SaiUdGB39s,66,@CNN
0.6369,Thu Mar 29 12:56:49 +0000 2018,0.089,0.61,0.301,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/jG7WQxg61Z",67,@CNN
0.6808,Thu Mar 29 12:43:34 +0000 2018,0.0,0.752,0.248,"Evangelical Jerry Falwell Jr. compares his support for President Trump to that of supporters of Bill Clinton, ""who… https://t.co/7kg7NvllWc",68,@CNN
-0.6124,Thu Mar 29 12:29:32 +0000 2018,0.19,0.81,0.0,Soccer's world governing body FIFA says it's gathering evidence into racist chants directed at French players durin… https://t.co/ji5jNc3OcV,69,@CNN
0.2732,Thu Mar 29 12:16:30 +0000 2018,0.0,0.877,0.123,"The President called Roseanne Barr, a vocal Trump supporter, after her series premiere received gangbuster ratings… https://t.co/zZvfjfEYpu",70,@CNN
-0.7783,Thu Mar 29 12:03:36 +0000 2018,0.327,0.673,0.0,"David Shulkin, fired as Veterans Affairs secretary Wednesday, blasted the ""toxic, chaotic, disrespectful and subver… https://t.co/RTlZPRM1Ty",71,@CNN
0.0,Thu Mar 29 11:51:15 +0000 2018,0.0,1.0,0.0,A judge is expected to rule today whether it's excessive to keep the younger brother of the Parkland school shooter… https://t.co/zvzTHupjYW,72,@CNN
0.2023,Thu Mar 29 11:39:38 +0000 2018,0.113,0.735,0.152,"Students, parents and friends of the Parkland shooting victims sorted through dozens of hand-written letters, poems… https://t.co/c291LnnlB1",73,@CNN
-0.8126,Thu Mar 29 11:27:38 +0000 2018,0.331,0.669,0.0,A South African woman who hurled racist slurs at a black police officer has been sentenced to three years in prison  https://t.co/GKJhU0aCcI,74,@CNN
0.0,Thu Mar 29 11:03:17 +0000 2018,0.0,1.0,0.0,This is literally the quietest place on Earth https://t.co/8g7T0e9sSg https://t.co/MIrkgW2g6Y,75,@CNN
-0.3052,Thu Mar 29 10:54:00 +0000 2018,0.13,0.87,0.0,"Why Americans are so obsessed with the British royal family (besides the accents, obviously) https://t.co/apKejmFXSP https://t.co/S2SpEYT6fh",76,@CNN
0.25,Thu Mar 29 10:52:07 +0000 2018,0.0,0.895,0.105,"The Democratic advantage on the generic congressional ballot has tightened to 6 percentage points, a new CNN poll c… https://t.co/mVmgSpFqpf",77,@CNN
0.0,Thu Mar 29 10:46:01 +0000 2018,0.0,1.0,0.0,"SIDS -- long regarded as an unexplained phenomenon -- may have a genetic basis in some cases, a new study suggests… https://t.co/BYWperinTu",78,@CNN
0.3384,Thu Mar 29 10:34:52 +0000 2018,0.0,0.888,0.112,This $200 billion solar power project in Saudi Arabia would generate far more energy than any existing solar project https://t.co/SIUG3TYcBE,79,@CNN
-0.4767,Thu Mar 29 10:23:42 +0000 2018,0.134,0.866,0.0,"There are visible, external signs that can indicate if something is wrong with your heart -- check your fingers, ea… https://t.co/JYQe40u1hp",80,@CNN
0.0,Thu Mar 29 10:12:31 +0000 2018,0.0,1.0,0.0,Here's how to get the most for your money out of a plane ticket https://t.co/Q8FTiE47Xs https://t.co/6l2ypwiDTV,81,@CNN
-0.7461,Thu Mar 29 10:01:06 +0000 2018,0.346,0.654,0.0,There's not a 'snowflake's chance in hell' of repealing the Second Amendment | @CNNPolitics Analysis… https://t.co/jUoo3b3R2E,82,@CNN
0.3612,Thu Mar 29 09:50:17 +0000 2018,0.0,0.878,0.122,This is what life is like for would-be immigrants to the US from Mexico and Central America https://t.co/jfvm5dYRZc https://t.co/WuacEV8DrL,83,@CNN
-0.296,Thu Mar 29 09:42:02 +0000 2018,0.104,0.896,0.0,"The White House refused to answer if Trump was aware of a $130,000 payment made to porn star Stormy Daniels… https://t.co/hg3G7BrEBz",84,@CNN
0.5994,Thu Mar 29 09:30:52 +0000 2018,0.0,0.719,0.281,There's more to do in the Caribbean than beautiful beaches https://t.co/Lgj893cMP5,85,@CNN
0.0,Thu Mar 29 09:20:10 +0000 2018,0.0,1.0,0.0,This teen inventor is developing 20-foot air filters to rid cities of pollution https://t.co/8C6Icp7NjP,86,@CNN
0.0772,Thu Mar 29 09:09:33 +0000 2018,0.101,0.783,0.115,"Learn from the Holocaust and stop the massacre in Syria, say Holocaust survivor @EvaMozesKor and human rights activ… https://t.co/7tZ4OLCfQj",87,@CNN
0.0,Thu Mar 29 08:58:39 +0000 2018,0.0,1.0,0.0,Plastic bottles make up a third of the litter in our oceans https://t.co/bRAerh1o2w,88,@CNN
0.0,Thu Mar 29 08:48:13 +0000 2018,0.0,1.0,0.0,"Ireland, which has some of the strictest abortion laws in the developed world, will vote on whether abortion should… https://t.co/JXJ3vTlW2U",89,@CNN
0.0,Thu Mar 29 08:37:38 +0000 2018,0.0,1.0,0.0,"A lanyard around her neck held an ID card from the International Organization for Migration.

""I am a refugee from… https://t.co/dNY589EbX0",90,@CNN
0.0,Thu Mar 29 08:24:44 +0000 2018,0.0,1.0,0.0,"The far right's ""noxious populism"" has seeped into the highest halls of power in Germany | @CNNOpinion https://t.co/w6OYMyIAsk",91,@CNN
0.0,Thu Mar 29 08:14:30 +0000 2018,0.0,1.0,0.0,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/i2Xjjj1QmY https://t.co/z00NIFgHiO,92,@CNN
-0.3182,Thu Mar 29 07:51:06 +0000 2018,0.108,0.892,0.0,So-called stumbling stones -- memorials to victims of the Holocaust -- bring history to life for a new generation o… https://t.co/lmRncp6va2,93,@CNN
0.0,Thu Mar 29 07:41:04 +0000 2018,0.0,1.0,0.0,Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead https://t.co/AoxqHuBT4h,94,@CNN
0.5719,Thu Mar 29 07:40:05 +0000 2018,0.0,0.709,0.291,Is art for pleasure or politics? https://t.co/Tht9kPmomp via @CNNStyle https://t.co/j216s534ZQ,95,@CNN
-0.765,Thu Mar 29 07:22:05 +0000 2018,0.423,0.577,0.0,Disgraced Aussie cricketers returning home after ball tampering ban https://t.co/aCnN6T0EuB https://t.co/L29OhHuw8Y,96,@CNN
-0.7845,Thu Mar 29 07:15:02 +0000 2018,0.341,0.588,0.071,Major companies are rushing to cut ties with top Australian cricket players who have been banned for cheating https://t.co/tADMGFEDRp,97,@CNN
0.5267,Thu Mar 29 06:55:24 +0000 2018,0.182,0.455,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/QUhA0Y7TPB,98,@CNN
-0.5574,Thu Mar 29 06:43:06 +0000 2018,0.146,0.854,0.0,"At least 68 people have died in a blaze that engulfed a jail in the Venezuelan city of Valencia, according to the c… https://t.co/FVr5jPb0kM",99,@CNN
0.0,Thu Mar 29 21:53:31 +0000 2018,0.0,1.0,0.0,".@kimguilfoyle: ""[Eric Holder is] the only Attorney General in U.S. history to be held in contempt…That is not a wi… https://t.co/iLBmNqiars",0,@FoxNews
0.128,Thu Mar 29 21:47:33 +0000 2018,0.116,0.741,0.143,"Sessions: Federal prosecutor evaluating alleged FBI, DOJ wrongdoing, no second special counsel for now - via… https://t.co/725fzB7faF",1,@FoxNews
0.3818,Thu Mar 29 21:46:18 +0000 2018,0.0,0.88,0.12,"RT @FoxBusiness: .@McDonald's​  is expanding its 3-year-old education benefits program, tripling the amount of money some workers can get e…",2,@FoxNews
-0.6908,Thu Mar 29 21:40:00 +0000 2018,0.402,0.598,0.0,Austin police chief calls bomber 'domestic terrorist' https://t.co/lNaWpJhrTM,3,@FoxNews
0.5719,Thu Mar 29 21:39:09 +0000 2018,0.0,0.812,0.188,".@JesseBWatters on #Roseanne success: “There is an appetite out there for conservative voices. Finally, the market… https://t.co/EEBvAgRJPj",4,@FoxNews
-0.5106,Thu Mar 29 21:30:53 +0000 2018,0.355,0.645,0.0,.@greggutfeld on Shulkin’s angry letter #TheFive https://t.co/yXOJ7hYBCx,5,@FoxNews
0.0,Thu Mar 29 21:22:16 +0000 2018,0.0,1.0,0.0,"BREAKING - Attorney General Jeff Sessions: Federal prosecutor evaluating alleged @FBI, @TheJusticeDept wrongdoing,… https://t.co/HuVV7vaMww",6,@FoxNews
0.0,Thu Mar 29 21:19:59 +0000 2018,0.0,1.0,0.0,Privacy Is a 'Civil Liberty': Apple CEO Slams Facebook for 'Trafficking' in Personal Info https://t.co/Dk4WjRkNkZ,7,@FoxNews
0.7964,Thu Mar 29 21:06:00 +0000 2018,0.0,0.559,0.441,Newly single lotto winner flaunts $13M prize weeks after breakup https://t.co/VghyeHR695,8,@FoxNews
-0.4767,Thu Mar 29 20:59:35 +0000 2018,0.181,0.819,0.0,OPINION: President Carter is wrong again. We need more John Boltons -- Not fewer https://t.co/CcccBzhcsa,9,@FoxNews
0.0,Thu Mar 29 20:55:55 +0000 2018,0.0,1.0,0.0,.@cabot_phillips on #Roseanne: It says that a large portion of America feels disenfranchised. They look on TV &amp; all… https://t.co/TNjp3BO1Yo,10,@FoxNews
-0.6369,Thu Mar 29 20:49:51 +0000 2018,0.167,0.833,0.0,"Will Hurd on alleged FISA abuse: ""When the DOJ goes to a FISA judge to get a warrant to surveil an American citizen… https://t.co/E0E5Gh1lQg",11,@FoxNews
-0.296,Thu Mar 29 20:46:19 +0000 2018,0.18,0.82,0.0,Body found off Interstate 95 identified as missing Marine recruit https://t.co/kNUAAsNgCt,12,@FoxNews
-0.2714,Thu Mar 29 20:41:20 +0000 2018,0.191,0.674,0.135,"Trump, in campaign-style speech, promises the wall: 'We're getting that sucker built!' - via @brookefoxnews 
https://t.co/AhegRFvss3",13,@FoxNews
0.2263,Thu Mar 29 20:34:54 +0000 2018,0.103,0.743,0.154,Boy at @ChickfilA crawls under bathroom stall to ask stranger for help washing hands https://t.co/Cu0aYUugRa,14,@FoxNews
-0.5859,Thu Mar 29 20:28:37 +0000 2018,0.241,0.759,0.0,"Bill Cosby to face Janice Dickinson, 4 other accusers at sexual assault retrial https://t.co/LLSqMkl34U",15,@FoxNews
0.0,Thu Mar 29 20:28:35 +0000 2018,0.0,1.0,0.0,TONIGHT: Former Secretary of Veterans Affairs David Shulkin talks to @BretBaier. Tune in to #SpecialReport at 6p ET… https://t.co/KndfJfeJHO,16,@FoxNews
0.0,Thu Mar 29 20:21:17 +0000 2018,0.0,1.0,0.0,"Bill Bennett on VA @SecShulkin leaving the WH: ""[@POTUS] should be able to pick the people he wants at his pleasure… https://t.co/KFoBqjLerD",17,@FoxNews
0.296,Thu Mar 29 20:15:14 +0000 2018,0.053,0.841,0.106,RT @FoxBusiness: #StockAlert: The Dow Jones Industrial Average surged more than 300 points as @POTUS touted U.S. economic gains and a plan…,18,@FoxNews
0.4404,Thu Mar 29 20:14:32 +0000 2018,0.0,0.775,0.225,Big tech companies offer gilded safe space for @BarackObama officials https://t.co/OC9536FRXV,19,@FoxNews
0.8395,Thu Mar 29 20:13:57 +0000 2018,0.0,0.693,0.307,"Sheriff Thomas Hodgson on immigration: ""Law enforcement is so proud and so happy that @POTUS has taken a stand from… https://t.co/4ekCpzPYdR",20,@FoxNews
0.0,Thu Mar 29 20:10:13 +0000 2018,0.0,1.0,0.0,"Sheriff Thomas Hodgson on immigration: ""The sheriffs are at a point now in this country where they've watched the i… https://t.co/eOyxBw1Ou0",21,@FoxNews
0.3818,Thu Mar 29 20:01:55 +0000 2018,0.0,0.809,0.191,".@POTUS Vows to Protect 2nd Amendment, Congratulates @therealroseanne in Infrastructure Speech https://t.co/rY3Htygwb4",22,@FoxNews
0.3818,Thu Mar 29 19:58:16 +0000 2018,0.0,0.822,0.178,Stunning dinosaur discovery: Experts may have unearthed a baby Tyrannosaur fossil in Montana https://t.co/jKgWWb5b1g,23,@FoxNews
0.0,Thu Mar 29 19:34:00 +0000 2018,0.0,1.0,0.0,Camera to return to owner years after being dropped in ocean https://t.co/iV6EDGdatJ,24,@FoxNews
-0.3818,Thu Mar 29 19:27:49 +0000 2018,0.217,0.602,0.181,Fired FBI official Andrew McCabe soliciting online donations for legal defense fund https://t.co/uI6AQ1QL1J,25,@FoxNews
0.4482,Thu Mar 29 19:26:49 +0000 2018,0.0,0.812,0.188,".@Jordanfabian on Ronny Jackson: ""I don't think people dislike him but there are questions whether he's prepared fo… https://t.co/HH4hLivhOf",26,@FoxNews
0.4466,Thu Mar 29 19:20:05 +0000 2018,0.0,0.887,0.113,"RT @FoxBusiness: RECALL ALERT: The maker of canned chicken sold under the Member’s Mark brand at Sam’s Club has recalled more than 96,000 p…",27,@FoxNews
0.0,Thu Mar 29 19:18:32 +0000 2018,0.0,1.0,0.0,.@POTUS picks White House doctor Ronny Jackson to replace @SecShulkin as Secretary of Veterans Affairs. @pdoocy has… https://t.co/RPOJCaVs7w,28,@FoxNews
0.0,Thu Mar 29 19:11:38 +0000 2018,0.0,1.0,0.0,"Moments ago at his speech at the Local 18 Richfield Training Facility in Ohio, President @realDonaldTrump made clea… https://t.co/BTPI7ZcjUH",29,@FoxNews
0.4404,Thu Mar 29 19:07:00 +0000 2018,0.0,0.791,0.209,Man may find a new kidney thanks to a shopping visit to Costco https://t.co/tkmXGj8kE7,30,@FoxNews
0.0,Thu Mar 29 19:03:10 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: .@POTUS: ""Now it can take 10 years just to get permits to build a roadway, a tunnel, even in some cases a building and tha…",31,@FoxNews
0.6705,Thu Mar 29 19:00:14 +0000 2018,0.0,0.756,0.244,".@donnabrazile: ""[@HillaryClinton] has every opportunity to tell her story and also to help the country. She has in… https://t.co/uXFj7EZ3yg",32,@FoxNews
0.4215,Thu Mar 29 18:57:21 +0000 2018,0.0,0.872,0.128,"RT @FoxBusiness: .@POTUS: ""We're gonna be investing in our workers and improving our healthcare facilities for our incredible veterans."" ht…",33,@FoxNews
0.4404,Thu Mar 29 18:57:12 +0000 2018,0.0,0.861,0.139,"RT @FoxBusiness: .@POTUS: ""I'm asking Congress to improve federal student aid to include high-quality, short-term training programs that eq…",34,@FoxNews
-0.296,Thu Mar 29 18:52:43 +0000 2018,0.18,0.82,0.0,"Father crashes daughter's proposal, holds up sign reading 'Say no' https://t.co/MfFZQUalmT",35,@FoxNews
-0.5719,Thu Mar 29 18:45:09 +0000 2018,0.252,0.748,0.0,'Demonic' fish with spikes of armor glows red in terrifying photo https://t.co/XIi3nnxUGQ,36,@FoxNews
0.0,Thu Mar 29 18:38:03 +0000 2018,0.0,1.0,0.0,".@POTUS: ""We spend billions of dollars in other countries maintaining their borders and we can't maintain our borde… https://t.co/pFQmrf4mQE",37,@FoxNews
0.0,Thu Mar 29 18:37:28 +0000 2018,0.0,1.0,0.0,".@POTUS: ""We spend billions of dollars in other countries maintaining their borders, and we can't maintain our bord… https://t.co/sYXv17AxxZ",38,@FoxNews
0.0,Thu Mar 29 18:35:48 +0000 2018,0.0,1.0,0.0,".@POTUS: ""In recent years, Americans have watched as Washington spent trillions and trillions of dollars building u… https://t.co/vSWajcSSep",39,@FoxNews
0.0,Thu Mar 29 18:32:08 +0000 2018,0.0,1.0,0.0,".@POTUS: ""I have gotten done much more than I promised."" https://t.co/7449nrre67",40,@FoxNews
0.4939,Thu Mar 29 18:30:20 +0000 2018,0.0,0.714,0.286,".@POTUS: ""You've got a friend in the White House."" https://t.co/N5fobLOUct",41,@FoxNews
0.4767,Thu Mar 29 18:28:48 +0000 2018,0.0,0.745,0.255,".@POTUS: ""We want people to come in on merit. Not based on a lottery."" https://t.co/r0Q0iluxpL",42,@FoxNews
-0.6249,Thu Mar 29 18:26:22 +0000 2018,0.325,0.592,0.083,".@POTUS: ""African-American unemployment has reached the lowest levels ever recorded.  Hispanic-American unemploymen… https://t.co/bwMwRUd5JO",43,@FoxNews
0.4404,Thu Mar 29 18:26:15 +0000 2018,0.0,0.642,0.358,".@POTUS: ""We want to protect our Second Amendment."" https://t.co/Os2975kdDS",44,@FoxNews
-0.6705,Thu Mar 29 18:25:36 +0000 2018,0.355,0.645,0.0,".@POTUS: ""Unemployment claims are at their lowest level in 45 years."" https://t.co/orI0AhEk3g",45,@FoxNews
0.3818,Thu Mar 29 18:24:42 +0000 2018,0.0,0.867,0.133,".@POTUS: ""We're keeping our promises and the results are in. Three million new jobs since Election Day."" https://t.co/zJeBbXzmGl",46,@FoxNews
0.0772,Thu Mar 29 18:23:37 +0000 2018,0.0,0.933,0.067,"RT @FoxBusiness: .@POTUS: ""We've eliminated a record number of job-killing regulations. That's one of the reasons [jobs] are coming back.""…",47,@FoxNews
0.7964,Thu Mar 29 18:23:34 +0000 2018,0.0,0.747,0.253,"RT @FoxBusiness: .@POTUS on the border wall: ""That's what I do, is I build... It was always my best thing. I think better than being presid…",48,@FoxNews
0.4927,Thu Mar 29 18:23:21 +0000 2018,0.0,0.803,0.197,".@POTUS: ""We're moving along very nicely with North Korea, we'll see what happens."" https://t.co/JhwxbKYzx6",49,@FoxNews
-0.7506,Thu Mar 29 18:21:36 +0000 2018,0.252,0.748,0.0,".@POTUS: ""We've stood up for the American workers by finally cracking down on unfair trade that steals our jobs and… https://t.co/FcV1kYDPqh",50,@FoxNews
-0.6249,Thu Mar 29 18:21:18 +0000 2018,0.346,0.566,0.088,".@POTUS: ""Hispanic-American unemployment has also reached the lowest levels ever recorded."" https://t.co/UuvMitzjmh",51,@FoxNews
-0.7506,Thu Mar 29 18:19:59 +0000 2018,0.252,0.748,0.0,".@POTUS: ""We've stood up for the American workers by finally cracking down on unfair trade that steals our jobs and… https://t.co/IVPZmN7n2p",52,@FoxNews
0.4939,Thu Mar 29 18:19:51 +0000 2018,0.0,0.781,0.219,".@POTUS: ""We've unleashed American energy independence. Energy exports are at a record high and foreign imports are… https://t.co/BlhkxNaGvD",53,@FoxNews
0.4404,Thu Mar 29 18:18:00 +0000 2018,0.0,0.734,0.266,".@POTUS: ""The wall looks good. It's properly designed."" https://t.co/CfSOeUI6DO",54,@FoxNews
-0.5267,Thu Mar 29 18:17:21 +0000 2018,0.195,0.805,0.0,".@POTUS: ""We need walls. We started building our wall... We're getting that sucker built."" https://t.co/07BzezKliK",55,@FoxNews
0.0,Thu Mar 29 18:17:01 +0000 2018,0.0,1.0,0.0,".@POTUS: ""People said, 'oh has he given up on the wall?' I never give up.' We have $1.6 billion toward the wall."" https://t.co/p8q6NTaaqA",56,@FoxNews
0.6113,Thu Mar 29 18:15:41 +0000 2018,0.0,0.734,0.266,".@POTUS: ""We started building our wall. I'm so proud of it."" https://t.co/eV30WKMsT9",57,@FoxNews
0.0,Thu Mar 29 18:14:56 +0000 2018,0.0,1.0,0.0,".@POTUS: ""We've made history by massively reducing job-killing taxes."" https://t.co/76vCxjvI9k",58,@FoxNews
0.0258,Thu Mar 29 18:14:29 +0000 2018,0.131,0.733,0.136,".@POTUS: ""My administration is fighting every day to protect and defend and grow American jobs."" https://t.co/DQgdrcUkI9",59,@FoxNews
0.0772,Thu Mar 29 18:13:53 +0000 2018,0.0,0.915,0.085,".@POTUS: ""We've eliminated a record number of job-killing regulations, that's why [companies are] coming back."" https://t.co/xIHT8CMVGn",60,@FoxNews
0.0772,Thu Mar 29 18:12:57 +0000 2018,0.0,0.942,0.058,".@POTUS on jobs: ""So many others coming back with massive amounts of money. They all want to be back in the USA.""",61,@FoxNews
0.0,Thu Mar 29 18:12:16 +0000 2018,0.0,1.0,0.0,".@POTUS: ""[@Apple is] gonna be investing $350 billion."" https://t.co/5Qc4gm4fd7",62,@FoxNews
0.4939,Thu Mar 29 18:11:22 +0000 2018,0.095,0.687,0.218,".@POTUS: ""Joined by our friends here in Ohio, my administration is fighting every day to protect, defend and grow A… https://t.co/h5RCq4hTGh",63,@FoxNews
0.7964,Thu Mar 29 18:09:59 +0000 2018,0.0,0.628,0.372,".@POTUS: ""American workers are truly the best in the world. Right? The best."" https://t.co/E9Ifk3Taz3",64,@FoxNews
0.0,Thu Mar 29 18:08:04 +0000 2018,0.0,1.0,0.0,"President @realDonaldTrump speaks about infrastructure in Richfield, Ohio. https://t.co/1C0a3qpnkn",65,@FoxNews
-0.6249,Thu Mar 29 18:07:11 +0000 2018,0.231,0.769,0.0,"On @foxandfriends, @DLoesch talked about her son, who complained that when the media covers the gun control debate,… https://t.co/5z7L3V510b",66,@FoxNews
-0.5994,Thu Mar 29 18:01:22 +0000 2018,0.218,0.782,0.0,"ICE's 'violent felon', who escaped custody at NYC airport, reportedly fled during meal break https://t.co/HsOjWMK8yH",67,@FoxNews
0.0,Thu Mar 29 17:51:53 +0000 2018,0.0,1.0,0.0,'Serial Stowaway' deemed unfit to stand trial https://t.co/L9hcGJ3Ol5,68,@FoxNews
0.0,Thu Mar 29 17:51:43 +0000 2018,0.0,1.0,0.0,Graphic sex video causes juror to faint during San Antonio trial https://t.co/Fo1rpS1wJH,69,@FoxNews
0.5859,Thu Mar 29 17:46:39 +0000 2018,0.115,0.573,0.312,"Missing Georgia teen, 15, rescued after family friend spots her picture on Snapchat https://t.co/5Usq0R8lb7",70,@FoxNews
0.0,Thu Mar 29 17:44:51 +0000 2018,0.0,1.0,0.0,".@RepJoeWilson: ""What Putin is doing is he's taking the country in such a direction that it's going to be against [… https://t.co/mZJlR4mE18",71,@FoxNews
-0.4404,Thu Mar 29 17:43:24 +0000 2018,0.225,0.775,0.0,"Stormy Daniels' motion to depose Trump, Cohen denied - via @brookefoxnews 
https://t.co/5v7QcSuSGS",72,@FoxNews
0.3595,Thu Mar 29 17:42:05 +0000 2018,0.0,0.865,0.135,"News Alert: Awaiting @POTUS's infrastructure speech - for full live coverage, tune in to Fox News Channel! https://t.co/JC99bvZoEe",73,@FoxNews
-0.1531,Thu Mar 29 17:36:07 +0000 2018,0.164,0.714,0.121,RT @FoxBusiness: Amazon CEO Jeff Bezos loses $6.4B after #Trump report    https://t.co/TysUf2CCb9,74,@FoxNews
